*******************************************************************************
Ephemeris / WWW_USER Thu Jun  8 09:32:56 2017 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2017 EA)                       {source: JPL#2}
Center body name: Earth (399)                     {source: DE431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2017-Mar-01 00:00:00.0000 TDB
Stop  time      : A.D. 2017-Mar-04 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-N16}
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2457814.5 ! 2017-Mar-02.00 (TDB)         Residual RMS= .2704         
   EC= .6637903807322831   QR= .7400230207428129   TP= 2457857.4253634126      
   OM= 161.8980155037973   W=  68.66986798856206   IN= 2.54916135011202        
  Equivalent ICRF heliocentric equatorial cartesian coordinates (au, au/d):
   X=-9.443262483675667E-01  Y= 2.933073821891305E-01  Z= 1.266662031174088E-01
  VX= 2.985660714580667E-03 VY=-1.979398519079220E-02 VZ=-7.648803848027207E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 30.8                 G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2457816.129861111, A.D. 2017-Mar-03 15:07:00.0000,  1.440964470759481E+06, -6.184910569452062E+05,  7.564176351134657E+04,  1.604149309652617E+01, -6.636582052864126E+00,  7.498948145319695E-01,
2457816.130555556, A.D. 2017-Mar-03 15:08:00.0000,  1.441926960257828E+06, -6.188892518552133E+05,  7.568675718596511E+04,  1.604149018398820E+01, -6.636581615256775E+00,  7.498943395649640E-01,
2457816.131250000, A.D. 2017-Mar-03 15:09:00.0000,  1.442889449581921E+06, -6.192874467391720E+05,  7.573175083210692E+04,  1.604148728873065E+01, -6.636581184306013E+00,  7.498938651574709E-01,
2457816.131944444, A.D. 2017-Mar-03 15:10:00.0000,  1.443851938732803E+06, -6.196856415974774E+05,  7.577674444979712E+04,  1.604148441073009E+01, -6.636580760000936E+00,  7.498933913080787E-01,
2457816.132638889, A.D. 2017-Mar-03 15:11:00.0000,  1.444814427711576E+06, -6.200838364305035E+05,  7.582173803907202E+04,  1.604148154996319E+01, -6.636580342330651E+00,  7.498929180153713E-01,
2457816.133333333, A.D. 2017-Mar-03 15:12:00.0000,  1.445776916519165E+06, -6.204820312386813E+05,  7.586673159996822E+04,  1.604147870640667E+01, -6.636579931284325E+00,  7.498924452779592E-01,
2457816.134027778, A.D. 2017-Mar-03 15:13:00.0000,  1.446739405156672E+06, -6.208802260223944E+05,  7.591172513251804E+04,  1.604147588003731E+01, -6.636579526851129E+00,  7.498919730944347E-01,
2457816.134722222, A.D. 2017-Mar-03 15:14:00.0000,  1.447701893625081E+06, -6.212784207820337E+05,  7.595671863675694E+04,  1.604147307083195E+01, -6.636579129020274E+00,  7.498915014634007E-01,
2457816.135416667, A.D. 2017-Mar-03 15:15:00.0000,  1.448664381925553E+06, -6.216766155180039E+05,  7.600171211270621E+04,  1.604147027876749E+01, -6.636578737780982E+00,  7.498910303834718E-01,
2457816.136111111, A.D. 2017-Mar-03 15:16:00.0000,  1.449626870058924E+06, -6.220748102307015E+05,  7.604670556040757E+04,  1.604146750382090E+01, -6.636578353122528E+00,  7.498905598532517E-01,
2457816.136805556, A.D. 2017-Mar-03 15:17:00.0000,  1.450589358026326E+06, -6.224730049205166E+05,  7.609169897989644E+04,  1.604146474596922E+01, -6.636577975034209E+00,  7.498900898713636E-01,
2457816.137500000, A.D. 2017-Mar-03 15:18:00.0000,  1.451551845828772E+06, -6.228711995878402E+05,  7.613669237120822E+04,  1.604146200518952E+01, -6.636577603505332E+00,  7.498896204364258E-01,
2457816.138194445, A.D. 2017-Mar-03 15:19:00.0000,  1.452514333467275E+06, -6.232693942330622E+05,  7.618168573436167E+04,  1.604145928145895E+01, -6.636577238525262E+00,  7.498891515470563E-01,
2457816.138888889, A.D. 2017-Mar-03 15:20:00.0000,  1.453476820942909E+06, -6.236675888565852E+05,  7.622667906940149E+04,  1.604145657475472E+01, -6.636576880083359E+00,  7.498886832018923E-01,
2457816.139583333, A.D. 2017-Mar-03 15:21:00.0000,  1.454439308256626E+06, -6.240657834588098E+05,  7.627167237635923E+04,  1.604145388505411E+01, -6.636576528169044E+00,  7.498882153995521E-01,
2457816.140277778, A.D. 2017-Mar-03 15:22:00.0000,  1.455401795409441E+06, -6.244639780400995E+05,  7.631666565525843E+04,  1.604145121233445E+01, -6.636576182771732E+00,  7.498877481386763E-01,
2457816.140972222, A.D. 2017-Mar-03 15:23:00.0000,  1.456364282402426E+06, -6.248621726008654E+05,  7.636165890614336E+04,  1.604144855657331E+01, -6.636575843881001E+00,  7.498872814178548E-01,
2457816.141666667, A.D. 2017-Mar-03 15:24:00.0000,  1.457326769236565E+06, -6.252603671415008E+05,  7.640665212904260E+04,  1.604144591774772E+01, -6.636575511486106E+00,  7.498868152358356E-01,
2457816.142361111, A.D. 2017-Mar-03 15:25:00.0000,  1.458289255912900E+06, -6.256585616623765E+05,  7.645164532398267E+04,  1.604144329583537E+01, -6.636575185576661E+00,  7.498863495912178E-01,
2457816.143055555, A.D. 2017-Mar-03 15:26:00.0000,  1.459251742432386E+06, -6.260567561638965E+05,  7.649663849100479E+04,  1.604144069081384E+01, -6.636574866142213E+00,  7.498858844826459E-01,
2457816.143750000, A.D. 2017-Mar-03 15:27:00.0000,  1.460214228796095E+06, -6.264549506464407E+05,  7.654163163013171E+04,  1.604143810266075E+01, -6.636574553172326E+00,  7.498854199087688E-01,
2457816.144444444, A.D. 2017-Mar-03 15:28:00.0000,  1.461176715005070E+06, -6.268531451104123E+05,  7.658662474140810E+04,  1.604143553135378E+01, -6.636574246656603E+00,  7.498849558682581E-01,
2457816.145138889, A.D. 2017-Mar-03 15:29:00.0000,  1.462139201060176E+06, -6.272513395561704E+05,  7.663161782484775E+04,  1.604143297687068E+01, -6.636573946584657E+00,  7.498844923597561E-01,
2457816.145833333, A.D. 2017-Mar-03 15:30:00.0000,  1.463101686962575E+06, -6.276495339841319E+05,  7.667661088050128E+04,  1.604143043918923E+01, -6.636573652946142E+00,  7.498840293819451E-01,
2457816.146527778, A.D. 2017-Mar-03 15:31:00.0000,  1.464064172713220E+06, -6.280477283946601E+05,  7.672160390839222E+04,  1.604142791828730E+01, -6.636573365730733E+00,  7.498835669334818E-01,
2457816.147222222, A.D. 2017-Mar-03 15:32:00.0000,  1.465026658313155E+06, -6.284459227881429E+05,  7.676659690854279E+04,  1.604142541414281E+01, -6.636573084928138E+00,  7.498831050130481E-01,
2457816.147916667, A.D. 2017-Mar-03 15:33:00.0000,  1.465989143763274E+06, -6.288441171649739E+05,  7.681158988100156E+04,  1.604142292673372E+01, -6.636572810528082E+00,  7.498826436193116E-01,
2457816.148611111, A.D. 2017-Mar-03 15:34:00.0000,  1.466951629064679E+06, -6.292423115255274E+05,  7.685658282578483E+04,  1.604142045603808E+01, -6.636572542520314E+00,  7.498821827509470E-01,
2457816.149305556, A.D. 2017-Mar-03 15:35:00.0000,  1.467914114218324E+06, -6.296405058701979E+05,  7.690157574293774E+04,  1.604141800203395E+01, -6.636572280894640E+00,  7.498817224066539E-01,
2457816.150000000, A.D. 2017-Mar-03 15:36:00.0000,  1.468876599225253E+06, -6.300387001993726E+05,  7.694656863248590E+04,  1.604141556469949E+01, -6.636572025640852E+00,  7.498812625851081E-01,
2457816.150694444, A.D. 2017-Mar-03 15:37:00.0000,  1.469839084086448E+06, -6.304368945134184E+05,  7.699156149446266E+04,  1.604141314401291E+01, -6.636571776748779E+00,  7.498808032849944E-01,
2457816.151388889, A.D. 2017-Mar-03 15:38:00.0000,  1.470801568802893E+06, -6.308350888126987E+05,  7.703655432889157E+04,  1.604141073995246E+01, -6.636571534208314E+00,  7.498803445050179E-01,
2457816.152083333, A.D. 2017-Mar-03 15:39:00.0000,  1.471764053375542E+06, -6.312332830976361E+05,  7.708154713580958E+04,  1.604140835249646E+01, -6.636571298009313E+00,  7.498798862438658E-01,
2457816.152777778, A.D. 2017-Mar-03 15:40:00.0000,  1.472726537805498E+06, -6.316314773685840E+05,  7.712653991524415E+04,  1.604140598162333E+01, -6.636571068141730E+00,  7.498794285002610E-01,
2457816.153472222, A.D. 2017-Mar-03 15:41:00.0000,  1.473689022093713E+06, -6.320296716259302E+05,  7.717153266723748E+04,  1.604140362731141E+01, -6.636570844595459E+00,  7.498789712728711E-01,
2457816.154166667, A.D. 2017-Mar-03 15:42:00.0000,  1.474651506241083E+06, -6.324278658700576E+05,  7.721652539180533E+04,  1.604140128953923E+01, -6.636570627360497E+00,  7.498785145604245E-01,
2457816.154861111, A.D. 2017-Mar-03 15:43:00.0000,  1.475613990248740E+06, -6.328260601013511E+05,  7.726151808899682E+04,  1.604139896828533E+01, -6.636570416426815E+00,  7.498780583616236E-01,
2457816.155555556, A.D. 2017-Mar-03 15:44:00.0000,  1.476576474117637E+06, -6.332242543201700E+05,  7.730651075882569E+04,  1.604139666352832E+01, -6.636570211784445E+00,  7.498776026751883E-01,
2457816.156250000, A.D. 2017-Mar-03 15:45:00.0000,  1.477538957848698E+06, -6.336224485268953E+05,  7.735150340133120E+04,  1.604139437524683E+01, -6.636570013423456E+00,  7.498771474998407E-01,
2457816.156944444, A.D. 2017-Mar-03 15:46:00.0000,  1.478501441443026E+06, -6.340206427219069E+05,  7.739649601653594E+04,  1.604139210341960E+01, -6.636569821333877E+00,  7.498766928342937E-01,
2457816.157638889, A.D. 2017-Mar-03 15:47:00.0000,  1.479463924901456E+06, -6.344188369055707E+05,  7.744148860447673E+04,  1.604138984802538E+01, -6.636569635505837E+00,  7.498762386772801E-01,
2457816.158333333, A.D. 2017-Mar-03 15:48:00.0000,  1.480426408225089E+06, -6.348170310782854E+05,  7.748648116518845E+04,  1.604138760904299E+01, -6.636569455929441E+00,  7.498757850275228E-01,
2457816.159027778, A.D. 2017-Mar-03 15:49:00.0000,  1.481388891414851E+06, -6.352152252404107E+05,  7.753147369868486E+04,  1.604138538645130E+01, -6.636569282594830E+00,  7.498753318837506E-01,
2457816.159722222, A.D. 2017-Mar-03 15:50:00.0000,  1.482351374471813E+06, -6.356134193923216E+05,  7.757646620501892E+04,  1.604138318022925E+01, -6.636569115492191E+00,  7.498748792447056E-01,
2457816.160416667, A.D. 2017-Mar-03 15:51:00.0000,  1.483313857396781E+06, -6.360116135343924E+05,  7.762145868420682E+04,  1.604138099035582E+01, -6.636568954611731E+00,  7.498744271091315E-01,
2457816.161111111, A.D. 2017-Mar-03 15:52:00.0000,  1.484276340190947E+06, -6.364098076669978E+05,  7.766645113628494E+04,  1.604137881681005E+01, -6.636568799943640E+00,  7.498739754757515E-01,
2457816.161805556, A.D. 2017-Mar-03 15:53:00.0000,  1.485238822855204E+06, -6.368080017905089E+05,  7.771144356127630E+04,  1.604137665957103E+01, -6.636568651478188E+00,  7.498735243433283E-01,
2457816.162500000, A.D. 2017-Mar-03 15:54:00.0000,  1.486201305390418E+06, -6.372061959052930E+05,  7.775643595921429E+04,  1.604137451861792E+01, -6.636568509205643E+00,  7.498730737105990E-01,
2457816.163194444, A.D. 2017-Mar-03 15:55:00.0000,  1.487163787797719E+06, -6.376043900117355E+05,  7.780142833012788E+04,  1.604137239392990E+01, -6.636568373116312E+00,  7.498726235763293E-01,
2457816.163888889, A.D. 2017-Mar-03 15:56:00.0000,  1.488126270078003E+06, -6.380025841101939E+05,  7.784642067405430E+04,  1.604137028548624E+01, -6.636568243200493E+00,  7.498721739392540E-01,
2457816.164583333, A.D. 2017-Mar-03 15:57:00.0000,  1.489088752232313E+06, -6.384007782010481E+05,  7.789141299101614E+04,  1.604136819326626E+01, -6.636568119448561E+00,  7.498717247981526E-01,
2457816.165277778, A.D. 2017-Mar-03 15:58:00.0000,  1.490051234261543E+06, -6.387989722846586E+05,  7.793640528104384E+04,  1.604136611724935E+01, -6.636568001850906E+00,  7.498712761517783E-01,
2457816.165972222, A.D. 2017-Mar-03 15:59:00.0000,  1.491013716166735E+06, -6.391971663614023E+05,  7.798139754416683E+04,  1.604136405741482E+01, -6.636567890397857E+00,  7.498708279988930E-01,
2457816.166666667, A.D. 2017-Mar-03 16:00:00.0000,  1.491976197948754E+06, -6.395953604316175E+05,  7.802638978041004E+04,  1.604136201374221E+01, -6.636567785079874E+00,  7.498703803382643E-01,
2457816.167361111, A.D. 2017-Mar-03 16:01:00.0000,  1.492938679608673E+06, -6.399935544957254E+05,  7.807138198981382E+04,  1.604135998621102E+01, -6.636567685887404E+00,  7.498699331686760E-01,
2457816.168055556, A.D. 2017-Mar-03 16:02:00.0000,  1.493901161147445E+06, -6.403917485540627E+05,  7.811637417240656E+04,  1.604135797480085E+01, -6.636567592810904E+00,  7.498694864888913E-01,
2457816.168750000, A.D. 2017-Mar-03 16:03:00.0000,  1.494863642565995E+06, -6.407899426069823E+05,  7.816136632819899E+04,  1.604135597949129E+01, -6.636567505840887E+00,  7.498690402976935E-01,
2457816.169444445, A.D. 2017-Mar-03 16:04:00.0000,  1.495826123865306E+06, -6.411881366548809E+05,  7.820635845724953E+04,  1.604135400026205E+01, -6.636567424967851E+00,  7.498685945938612E-01,
2457816.170138889, A.D. 2017-Mar-03 16:05:00.0000,  1.496788605046362E+06, -6.415863306981113E+05,  7.825135055956896E+04,  1.604135203709285E+01, -6.636567350182341E+00,  7.498681493761825E-01,
2457816.170833333, A.D. 2017-Mar-03 16:06:00.0000,  1.497751086110026E+06, -6.419845247370201E+05,  7.829634263518173E+04,  1.604135008996346E+01, -6.636567281474937E+00,  7.498677046434457E-01,
2457816.171527778, A.D. 2017-Mar-03 16:07:00.0000,  1.498713567057461E+06, -6.423827187719968E+05,  7.834133468412663E+04,  1.604134815885373E+01, -6.636567218836222E+00,  7.498672603944396E-01,
2457816.172222222, A.D. 2017-Mar-03 16:08:00.0000,  1.499676047889411E+06, -6.427809128034135E+05,  7.838632670644342E+04,  1.604134624374355E+01, -6.636567162256814E+00,  7.498668166279618E-01,
2457816.172916667, A.D. 2017-Mar-03 16:09:00.0000,  1.500638528607011E+06, -6.431791068315927E+05,  7.843131870213780E+04,  1.604134434461285E+01, -6.636567111727342E+00,  7.498663733428064E-01,
2457816.173611111, A.D. 2017-Mar-03 16:10:00.0000,  1.501601009211123E+06, -6.435773008569308E+05,  7.847631067125162E+04,  1.604134246144163E+01, -6.636567067238460E+00,  7.498659305377737E-01,
2457816.174305555, A.D. 2017-Mar-03 16:11:00.0000,  1.502563489702731E+06, -6.439754948797809E+05,  7.852130261381224E+04,  1.604134059420991E+01, -6.636567028780875E+00,  7.498654882116738E-01,
2457816.175000000, A.D. 2017-Mar-03 16:12:00.0000,  1.503525970082730E+06, -6.443736889004996E+05,  7.856629452984020E+04,  1.604133874289780E+01, -6.636566996345295E+00,  7.498650463633110E-01,
2457816.175694444, A.D. 2017-Mar-03 16:13:00.0000,  1.504488450352162E+06, -6.447718829194636E+05,  7.861128641938511E+04,  1.604133690748544E+01, -6.636566969922427E+00,  7.498646049914919E-01,
2457816.176388889, A.D. 2017-Mar-03 16:14:00.0000,  1.505450930511922E+06, -6.451700769370184E+05,  7.865627828245470E+04,  1.604133508795302E+01, -6.636566949503047E+00,  7.498641640950350E-01,
2457816.177083333, A.D. 2017-Mar-03 16:15:00.0000,  1.506413410563022E+06, -6.455682709535202E+05,  7.870127011908966E+04,  1.604133328428078E+01, -6.636566935077932E+00,  7.498637236727546E-01,
2457816.177777778, A.D. 2017-Mar-03 16:16:00.0000,  1.507375890506387E+06, -6.459664649693448E+05,  7.874626192930280E+04,  1.604133149644903E+01, -6.636566926637890E+00,  7.498632837234749E-01,
2457816.178472222, A.D. 2017-Mar-03 16:17:00.0000,  1.508338370342970E+06, -6.463646589848439E+05,  7.879125371314498E+04,  1.604132972443810E+01, -6.636566924173724E+00,  7.498628442460122E-01,
2457816.179166667, A.D. 2017-Mar-03 16:18:00.0000,  1.509300850073606E+06, -6.467628530003617E+05,  7.883624547062744E+04,  1.604132796822839E+01, -6.636566927676302E+00,  7.498624052391956E-01,
2457816.179861111, A.D. 2017-Mar-03 16:19:00.0000,  1.510263329699427E+06, -6.471610470162837E+05,  7.888123720177918E+04,  1.604132622780034E+01, -6.636566937136484E+00,  7.498619667018533E-01,
2457816.180555556, A.D. 2017-Mar-03 16:20:00.0000,  1.511225809221298E+06, -6.475592410329438E+05,  7.892622890663540E+04,  1.604132450313445E+01, -6.636566952545166E+00,  7.498615286328154E-01,
2457816.181250000, A.D. 2017-Mar-03 16:21:00.0000,  1.512188288640141E+06, -6.479574350507037E+05,  7.897122058522300E+04,  1.604132279421127E+01, -6.636566973893277E+00,  7.498610910309251E-01,
2457816.181944444, A.D. 2017-Mar-03 16:22:00.0000,  1.513150767956913E+06, -6.483556290699338E+05,  7.901621223756854E+04,  1.604132110101138E+01, -6.636567001171749E+00,  7.498606538950141E-01,
2457816.182638889, A.D. 2017-Mar-03 16:23:00.0000,  1.514113247172564E+06, -6.487538230909557E+05,  7.906120386369780E+04,  1.604131942351544E+01, -6.636567034371553E+00,  7.498602172239304E-01,
2457816.183333333, A.D. 2017-Mar-03 16:24:00.0000,  1.515075726288050E+06, -6.491520171141754E+05,  7.910619546364865E+04,  1.604131776170412E+01, -6.636567073483653E+00,  7.498597810165042E-01,
2457816.184027778, A.D. 2017-Mar-03 16:25:00.0000,  1.516038205304265E+06, -6.495502111399038E+05,  7.915118703743417E+04,  1.604131611555819E+01, -6.636567118499089E+00,  7.498593452716042E-01,
2457816.184722222, A.D. 2017-Mar-03 16:26:00.0000,  1.517000684222251E+06, -6.499484051685082E+05,  7.919617858508773E+04,  1.604131448505841E+01, -6.636567169408858E+00,  7.498589099880617E-01,
2457816.185416667, A.D. 2017-Mar-03 16:27:00.0000,  1.517963163042814E+06, -6.503465992003557E+05,  7.924117010664262E+04,  1.604131287018564E+01, -6.636567226204034E+00,  7.498584751647399E-01,
2457816.186111111, A.D. 2017-Mar-03 16:28:00.0000,  1.518925641766965E+06, -6.507447932357712E+05,  7.928616160211779E+04,  1.604131127092077E+01, -6.636567288875676E+00,  7.498580408004878E-01,
2457816.186805556, A.D. 2017-Mar-03 16:29:00.0000,  1.519888120395601E+06, -6.511429872751218E+05,  7.933115307154667E+04,  1.604130968724472E+01, -6.636567357414918E+00,  7.498576068941818E-01,
2457816.187500000, A.D. 2017-Mar-03 16:30:00.0000,  1.520850598929733E+06, -6.515411813187792E+05,  7.937614451495226E+04,  1.604130811913848E+01, -6.636567431812836E+00,  7.498571734446642E-01,
2457816.188194444, A.D. 2017-Mar-03 16:31:00.0000,  1.521813077370256E+06, -6.519393753670623E+05,  7.942113593236727E+04,  1.604130656658308E+01, -6.636567512060589E+00,  7.498567404508043E-01,
2457816.188888889, A.D. 2017-Mar-03 16:32:00.0000,  1.522775555718064E+06, -6.523375694203426E+05,  7.946612732381470E+04,  1.604130502955961E+01, -6.636567598149345E+00,  7.498563079114784E-01,
2457816.189583333, A.D. 2017-Mar-03 16:33:00.0000,  1.523738033974111E+06, -6.527357634789555E+05,  7.951111868932639E+04,  1.604130350804919E+01, -6.636567690070295E+00,  7.498558758255627E-01,
2457816.190277778, A.D. 2017-Mar-03 16:34:00.0000,  1.524700512139350E+06, -6.531339575432576E+05,  7.955611002892285E+04,  1.604130200203299E+01, -6.636567787814635E+00,  7.498554441919145E-01,
2457816.190972222, A.D. 2017-Mar-03 16:35:00.0000,  1.525662990214676E+06, -6.535321516136215E+05,  7.960110134264379E+04,  1.604130051149225E+01, -6.636567891373604E+00,  7.498550130094228E-01,
2457816.191666667, A.D. 2017-Mar-03 16:36:00.0000,  1.526625468201041E+06, -6.539303456903528E+05,  7.964609263049590E+04,  1.604129903640823E+01, -6.636568000738452E+00,  7.498545822769651E-01,
2457816.192361111, A.D. 2017-Mar-03 16:37:00.0000,  1.527587946099311E+06, -6.543285397738229E+05,  7.969108389252232E+04,  1.604129757676225E+01, -6.636568115900452E+00,  7.498541519934261E-01,
2457816.193055556, A.D. 2017-Mar-03 16:38:00.0000,  1.528550423910558E+06, -6.547267338643780E+05,  7.973607512874747E+04,  1.604129613253568E+01, -6.636568236850891E+00,  7.498537221576893E-01,
2457816.193750000, A.D. 2017-Mar-03 16:39:00.0000,  1.529512901635528E+06, -6.551249279623530E+05,  7.978106633918651E+04,  1.604129470370992E+01, -6.636568363581095E+00,  7.498532927686432E-01,
2457816.194444444, A.D. 2017-Mar-03 16:40:00.0000,  1.530475379275292E+06, -6.555231220681242E+05,  7.982605752388891E+04,  1.604129329026643E+01, -6.636568496082411E+00,  7.498528638251871E-01,
2457816.195138889, A.D. 2017-Mar-03 16:41:00.0000,  1.531437856830686E+06, -6.559213161820057E+05,  7.987104868286091E+04,  1.604129189218673E+01, -6.636568634346188E+00,  7.498524353262053E-01,
2457816.195833333, A.D. 2017-Mar-03 16:42:00.0000,  1.532400334302664E+06, -6.563195103043577E+05,  7.991603981613283E+04,  1.604129050945236E+01, -6.636568778363796E+00,  7.498520072705981E-01,
2457816.196527778, A.D. 2017-Mar-03 16:43:00.0000,  1.533362811692119E+06, -6.567177044355243E+05,  7.996103092373602E+04,  1.604128914204491E+01, -6.636568928126657E+00,  7.498515796572685E-01,
2457816.197222222, A.D. 2017-Mar-03 16:44:00.0000,  1.534325289000005E+06, -6.571158985758503E+05,  8.000602200569832E+04,  1.604128778994604E+01, -6.636569083626187E+00,  7.498511524851210E-01,
2457816.197916667, A.D. 2017-Mar-03 16:45:00.0000,  1.535287766227186E+06, -6.575140927256744E+05,  8.005101306204460E+04,  1.604128645313744E+01, -6.636569244853831E+00,  7.498507257530558E-01,
2457816.198611111, A.D. 2017-Mar-03 16:46:00.0000,  1.536250243374676E+06, -6.579122868853485E+05,  8.009600409280573E+04,  1.604128513160083E+01, -6.636569411801061E+00,  7.498502994599872E-01,
2457816.199305556, A.D. 2017-Mar-03 16:47:00.0000,  1.537212720443338E+06, -6.583104810552087E+05,  8.014099509799338E+04,  1.604128382531800E+01, -6.636569584459350E+00,  7.498498736048198E-01,
2457816.200000000, A.D. 2017-Mar-03 16:48:00.0000,  1.538175197434038E+06, -6.587086752355904E+05,  8.018598607763930E+04,  1.604128253427079E+01, -6.636569762820226E+00,  7.498494481864835E-01,
2457816.200694445, A.D. 2017-Mar-03 16:49:00.0000,  1.539137674347728E+06, -6.591068694268578E+05,  8.023097703178361E+04,  1.604128125844106E+01, -6.636569946875204E+00,  7.498490232038812E-01,
2457816.201388889, A.D. 2017-Mar-03 16:50:00.0000,  1.540100151185364E+06, -6.595050636293181E+05,  8.027596796042961E+04,  1.604127999781073E+01, -6.636570136615831E+00,  7.498485986559320E-01,
2457816.202083333, A.D. 2017-Mar-03 16:51:00.0000,  1.541062627947778E+06, -6.599032578433576E+05,  8.032095886362297E+04,  1.604127875236176E+01, -6.636570332033697E+00,  7.498481745415717E-01,
2457816.202777778, A.D. 2017-Mar-03 16:52:00.0000,  1.542025104635954E+06, -6.603014520692845E+05,  8.036594974138349E+04,  1.604127752207616E+01, -6.636570533120367E+00,  7.498477508597141E-01,
2457816.203472222, A.D. 2017-Mar-03 16:53:00.0000,  1.542987581250727E+06, -6.606996463074437E+05,  8.041094059373910E+04,  1.604127630693600E+01, -6.636570739867467E+00,  7.498473276092918E-01,
2457816.204166667, A.D. 2017-Mar-03 16:54:00.0000,  1.543950057793081E+06, -6.610978405581935E+05,  8.045593142070694E+04,  1.604127510692335E+01, -6.636570952266639E+00,  7.498469047892387E-01,
2457816.204861111, A.D. 2017-Mar-03 16:55:00.0000,  1.544912534263849E+06, -6.614960348218291E+05,  8.050092222231760E+04,  1.604127392202038E+01, -6.636571170309524E+00,  7.498464823984845E-01,
2457816.205555555, A.D. 2017-Mar-03 16:56:00.0000,  1.545875010664016E+06, -6.618942290987397E+05,  8.054591299860989E+04,  1.604127275220926E+01, -6.636571393987789E+00,  7.498460604359647E-01,
2457816.206250000, A.D. 2017-Mar-03 16:57:00.0000,  1.546837486994416E+06, -6.622924233892255E+05,  8.059090374958410E+04,  1.604127159747222E+01, -6.636571623293153E+00,  7.498456389006309E-01,
2457816.206944444, A.D. 2017-Mar-03 16:58:00.0000,  1.547799963255972E+06, -6.626906176936427E+05,  8.063589447528083E+04,  1.604127045779156E+01, -6.636571858217308E+00,  7.498452177914088E-01,
2457816.207638889, A.D. 2017-Mar-03 16:59:00.0000,  1.548762439449638E+06, -6.630888120123199E+05,  8.068088517572888E+04,  1.604126933314957E+01, -6.636572098752008E+00,  7.498447971072562E-01,
2457816.208333333, A.D. 2017-Mar-03 17:00:00.0000,  1.549724915576309E+06, -6.634870063455997E+05,  8.072587585094292E+04,  1.604126822352864E+01, -6.636572344888982E+00,  7.498443768471088E-01,
2457816.209027778, A.D. 2017-Mar-03 17:01:00.0000,  1.550687391636819E+06, -6.638852006938229E+05,  8.077086650096101E+04,  1.604126712891115E+01, -6.636572596620028E+00,  7.498439570099311E-01,
2457816.209722222, A.D. 2017-Mar-03 17:02:00.0000,  1.551649867632031E+06, -6.642833950572956E+05,  8.081585712578983E+04,  1.604126604927957E+01, -6.636572853936934E+00,  7.498435375946628E-01,
2457816.210416667, A.D. 2017-Mar-03 17:03:00.0000,  1.552612343563020E+06, -6.646815894364088E+05,  8.086084772548144E+04,  1.604126498461640E+01, -6.636573116831507E+00,  7.498431186002696E-01,
2457816.211111111, A.D. 2017-Mar-03 17:04:00.0000,  1.553574819430530E+06, -6.650797838314399E+05,  8.090583830003405E+04,  1.604126393490416E+01, -6.636573385295590E+00,  7.498427000256986E-01,
2457816.211805556, A.D. 2017-Mar-03 17:05:00.0000,  1.554537295235485E+06, -6.654779782427528E+05,  8.095082884948788E+04,  1.604126290012545E+01, -6.636573659321043E+00,  7.498422818699204E-01,
2457816.212500000, A.D. 2017-Mar-03 17:06:00.0000,  1.555499770978808E+06, -6.658761726706763E+05,  8.099581937387161E+04,  1.604126188026289E+01, -6.636573938899732E+00,  7.498418641318991E-01,
2457816.213194444, A.D. 2017-Mar-03 17:07:00.0000,  1.556462246661454E+06, -6.662743671155242E+05,  8.104080987319149E+04,  1.604126087529913E+01, -6.636574224023553E+00,  7.498414468105905E-01,
2457816.213888889, A.D. 2017-Mar-03 17:08:00.0000,  1.557424722284168E+06, -6.666725615776732E+05,  8.108580034749710E+04,  1.604125988521692E+01, -6.636574514684420E+00,  7.498410299049749E-01,
2457816.214583333, A.D. 2017-Mar-03 17:09:00.0000,  1.558387197847933E+06, -6.670707560573985E+05,  8.113079079678998E+04,  1.604125890999897E+01, -6.636574810874285E+00,  7.498406134140179E-01,
2457816.215277778, A.D. 2017-Mar-03 17:10:00.0000,  1.559349673353642E+06, -6.674689505550727E+05,  8.117578122110994E+04,  1.604125794962810E+01, -6.636575112585074E+00,  7.498401973366953E-01,
2457816.215972222, A.D. 2017-Mar-03 17:11:00.0000,  1.560312148802221E+06, -6.678671450710276E+05,  8.122077162047889E+04,  1.604125700408716E+01, -6.636575419808757E+00,  7.498397816719822E-01,
